source_key,candidate_key,claim_key,polarity,confidence,grounding_strength,value,citations,retrieved_at,llm_model
vitamin-a-retinyl-palmitate,retinyl-palmitate-vitamin-a,certification,supports,0.7,grounded,"Retinyl palmitate vitamin A is available in certified organic and non-GMO forms, indicating compliance with specific health standards.","[""https://www.amazon.com/Green-Organic-Supplements-Vitamin-Palmitate/dp/B07W6N31GD"", ""https://www.amazon.com/Capsules-Supplement-Peak-Performance-Vitamins/dp/B084RDGLFD""]",2026-04-18T07:01:41.446457+00:00,gpt-4o-mini
vitamin-a-retinyl-palmitate,retinyl-palmitate-vitamin-a,regulatory,supports,0.9,grounded,"Retinyl palmitate is recognized as generally safe (GRAS) by the FDA and is approved for use in the EU, with specific intake guidelines established.","[""https://www.ecfr.gov/current/title-21/chapter-I/subchapter-B/part-184/subpart-B/section-184.1930"", ""https://health.ec.europa.eu/document/download/f1881bcd-ee58-4d42-9701-3feaaa26de61_en""]",2026-04-18T07:01:41.446457+00:00,gpt-4o-mini
vitamin-a-retinyl-palmitate,vitamin-a,functional_equivalence,supports,0.8,grounded,"Vitamin A serves the same formulation role as vitamin A retinyl palmitate, as both are active forms of vitamin A used in dietary supplements and food fortification.","[""https://health.ec.europa.eu/document/download/f1881bcd-ee58-4d42-9701-3feaaa26de61_en"", ""https://www.amerigoscientific.com/vitamin-a-palmitate-benefits-applications-and-scientific-insights.html?srsltid=AfmBOorBWR1zaKfm7KV7oKQzgmxPgslJLu3BhRW5DqipF6G0Oajo9ARa""]",2026-04-18T07:02:12.065193+00:00,gpt-4o-mini
vitamin-a-retinyl-palmitate,vitamin-a,certification,supports,0.7,grounded,"Vitamin A can be certified organic, kosher, and halal, ensuring compliance with various dietary standards.","[""https://www.robinsonpharma.com/vitamin-a-manufacturers-you-should-know/"", ""https://www.originnutra.com/certifications""]",2026-04-18T07:02:12.065193+00:00,gpt-4o-mini
vitamin-a-retinyl-palmitate,vitamin-a,regulatory,supports,0.9,grounded,"Vitamin A is recognized as GRAS (Generally Recognized As Safe) by the FDA, allowing its use in food products.","[""https://www.fda.gov/food/food-ingredients-packaging/generally-recognized-safe-gras""]",2026-04-18T07:02:12.065193+00:00,gpt-4o-mini
vitamin-a-retinyl-palmitate,vitamin-a,typical_suppliers,supports,0.8,grounded,"Major suppliers of vitamin A include Robinson Pharma, Amerigo Scientific, and Brenntag, providing various forms of vitamin A for industrial use.","[""https://www.thomasnet.com/articles/top-suppliers/vitamin-a-manufacturers-suppliers/"", ""https://www.brenntag.com/en-us/products/vitamin-a.html""]",2026-04-18T07:02:12.065193+00:00,gpt-4o-mini
vitamin-a-retinyl-palmitate,vitamin-a,price_availability,supports,0.7,grounded,"The market for vitamin A is expected to grow steadily, with stable prices supported by high production costs.","[""https://finance.yahoo.com/news/global-vitamin-market-trends-forecasts-090700894.html""]",2026-04-18T07:02:12.065193+00:00,gpt-4o-mini
vitamin-a-retinyl-palmitate,vitamin-a-acetate,functional_equivalence,supports,0.7,grounded,"Vitamin A acetate can serve a similar formulation role as vitamin A retinyl palmitate, as both are esters of retinol and require hydrolysis for absorption.","[""https://health.ec.europa.eu/publications/vitamin-retinol-retinyl-acetate-retinyl-palmitate_en"", ""https://www.sciencedirect.com/topics/neuroscience/retinol-acetate""]",2026-04-18T07:02:41.811992+00:00,gpt-4o-mini
vitamin-a-retinyl-palmitate,vitamin-a-acetate,certification,supports,0.8,grounded,"Vitamin A acetate is available from suppliers with certifications such as GMP, Kosher, Halal, and Non-GMO.","[""https://www.nutriavenue.com/ingredients/best-vitamin-a-acetate-powder/"", ""https://www.richtekltd.com/FishOil_05_06201630_6_06251011_567_06301112_751_07021406_560""]",2026-04-18T07:02:41.811992+00:00,gpt-4o-mini
vitamin-a-retinyl-palmitate,vitamin-a-acetate,regulatory,supports,0.9,grounded,Vitamin A acetate is affirmed as Generally Recognized As Safe (GRAS) by the FDA.,"[""https://www.thegoodscentscompany.com/data/rw1309561.html"", ""https://www.fda.gov/food/food-ingredients-packaging/generally-recognized-safe-gras""]",2026-04-18T07:02:41.811992+00:00,gpt-4o-mini
vitamin-a-retinyl-palmitate,vitamin-a-acetate,typical_suppliers,supports,0.8,grounded,Common suppliers of vitamin A acetate include Foodchem International Corporation and American International Foods.,"[""https://www.foodchem.com/product/vitamin-a-acetate/"", ""https://www.americaninternationalfoods.com/ingredient-categories/vitamins/acetate/""]",2026-04-18T07:02:41.811992+00:00,gpt-4o-mini
vitamin-a-retinyl-palmitate,vitamin-a-acetate,quality_sensory,supports,0.6,parametric,"The substitution of vitamin A retinyl palmitate with vitamin A acetate may not significantly alter the sensory properties of formulations, as both forms require hydrolysis for bioavailability.","[""https://www.researchgate.net/publication/220036788_Dietary_a-tocopheryl_acetate_supplementation_modifies_volatile_aldehyde_and_sensory_properties_of_dry-cured_hams""]",2026-04-18T07:02:41.811992+00:00,gpt-4o-mini
cyanocobalamin-vitamin-b12,vitamin-b12-cyanocobalamin,functional_equivalence,supports,0.9,grounded,"Vitamin B12 cyanocobalamin serves the same formulation role as cyanocobalamin vitamin B12 in CPG finished goods, as both refer to the same active ingredient.","[""https://en.wikipedia.org/wiki/Cyanocobalamin""]",2026-04-18T07:02:57.637866+00:00,gpt-4o-mini
cyanocobalamin-vitamin-b12,vitamin-b12-cyanocobalamin,typical_suppliers,supports,0.8,grounded,"Vitamin B12 cyanocobalamin is available from various suppliers, including Redox and BulkSupplements.com, which offer it in different forms and quantities.","[""https://redox.com/products/vitamin-b12-cyanocobalamin-99-min/"", ""https://www.bulksupplements.com/products/vitamin-b12-1-percent-cyanocobalamin-powder?srsltid=AfmBOoqbh4Hmg3qBd5hwDTVEUNA69ADhdnTUL6aGv6enMEKF4sKgINhv""]",2026-04-18T07:02:57.637866+00:00,gpt-4o-mini
cyanocobalamin-vitamin-b12,vitamin-b12-cyanocobalamin,regulatory,supports,0.9,grounded,"Cyanocobalamin is approved by the FDA for various medical uses, indicating its regulatory compliance and safety for consumption.","[""https://www.ncbi.nlm.nih.gov/books/NBK555964/""]",2026-04-18T07:02:57.637866+00:00,gpt-4o-mini
cyanocobalamin-vitamin-b12,vitamin-b12,functional_equivalence,supports,0.9,grounded,"Vitamin B12, including cyanocobalamin, serves the same formulation role as an active ingredient in dietary supplements, effectively treating B12 deficiency.","[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/"", ""https://www.boltpharmacy.co.uk/guide/b12-methylcobalamin-vs-b12-cyanocobalamin""]",2026-04-18T07:03:17.192853+00:00,gpt-4o-mini
cyanocobalamin-vitamin-b12,vitamin-b12,certification,supports,0.8,grounded,"Vitamin B12 supplements can be certified organic, halal, and non-GMO, ensuring compliance with various dietary restrictions.","[""https://www.accio.com/plp/halal-b12-vitamins"", ""https://reliancevitamin.com/certifications-of-quality/""]",2026-04-18T07:03:17.192853+00:00,gpt-4o-mini
cyanocobalamin-vitamin-b12,vitamin-b12,regulatory,supports,0.9,grounded,Vitamin B12 is recognized as safe (GRAS) by the FDA and is regulated to ensure compliance with safety standards.,"[""https://www.fda.gov/media/117106/download"", ""https://www.linkedin.com/posts/globalregulatoryintelligence_regulatorycompliance-vitaminb12-supplements-activity-7331287764342059008-c7kn""]",2026-04-18T07:03:17.192853+00:00,gpt-4o-mini
cyanocobalamin-vitamin-b12,cyanocobalamin,functional_equivalence,supports,0.9,grounded,"Cyanocobalamin serves the same formulation role as cyanocobalamin vitamin B12 in CPG finished goods, being a synthetic and stable form of vitamin B12 widely used in supplements.","[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/""]",2026-04-18T07:03:45.252093+00:00,gpt-4o-mini
cyanocobalamin-vitamin-b12,cyanocobalamin,certification,supports,0.7,grounded,"Cyanocobalamin is recognized as a certified reference material, indicating compliance with quality standards in pharmaceutical applications.","[""https://www.sigmaaldrich.com/US/en/product/sial/phr1234?srsltid=AfmBOoom00qmwIj9PcZMNTgd232hSibtYJ8gH4KBT1EDbkIghlmtme-0""]",2026-04-18T07:03:45.252093+00:00,gpt-4o-mini
cyanocobalamin-vitamin-b12,cyanocobalamin,regulatory,supports,0.9,grounded,"Cyanocobalamin is approved by the FDA for treating vitamin B12 deficiencies, confirming its regulatory compliance for use in dietary supplements.","[""https://www.ncbi.nlm.nih.gov/books/NBK555964/""]",2026-04-18T07:03:45.252093+00:00,gpt-4o-mini
cyanocobalamin-vitamin-b12,cyanocobalamin,typical_suppliers,supports,0.8,grounded,Cyanocobalamin is supplied by various manufacturers including Pharm-RX Chemical Corporation and Wego Chemical Group Inc.,"[""https://www.pharmacompass.com/manufacturers-suppliers-exporters/cyanocobalamin""]",2026-04-18T07:03:45.252093+00:00,gpt-4o-mini
cyanocobalamin-vitamin-b12,cyanocobalamin,quality_sensory,supports,0.7,grounded,"Cyanocobalamin is stable in air and dry form, maintaining its efficacy and quality over time, making it suitable for supplementation.","[""https://www.sciencedirect.com/topics/biochemistry-genetics-and-molecular-biology/cyanocobalamin""]",2026-04-18T07:03:45.252093+00:00,gpt-4o-mini
cyanocobalamin-vitamin-b12,cyanocobalamin,price_availability,supports,0.8,grounded,"Cyanocobalamin is widely available at competitive prices, with costs starting around $0.58 per mL in U.S. pharmacies, indicating good market accessibility.","[""https://www.pharmacychecker.com/cyanocobalamin/""]",2026-04-18T07:03:45.252093+00:00,gpt-4o-mini
vitamin-b12-cyanocobalamin,cyanocobalamin-vitamin-b12,functional_equivalence,supports,0.9,grounded,Cyanocobalamin vitamin B12 serves the same formulation role as vitamin B12 cyanocobalamin in dietary supplements and food products.,"[""https://en.wikipedia.org/wiki/Cyanocobalamin"", ""https://www.healthline.com/nutrition/methylcobalamin-vs-cyanocobalamin""]",2026-04-18T07:04:05.583390+00:00,gpt-4o-mini
vitamin-b12-cyanocobalamin,cyanocobalamin-vitamin-b12,certification,supports,0.8,grounded,"Cyanocobalamin vitamin B12 is available with certifications such as GMP, Kosher, and Halal from various suppliers.","[""https://www.spectrumchemical.com/media/sd/C1454_SD.pdf?srsltid=AfmBOoqcJL3ln7jxnSwKvmColUyi1cgQpt66ykREObaXjnDECsns8mrC"", ""https://www.richtekltd.com/FishOil_05_0620301_07_07291""]",2026-04-18T07:04:05.583390+00:00,gpt-4o-mini
vitamin-b12-cyanocobalamin,cyanocobalamin-vitamin-b12,regulatory,supports,0.9,grounded,Cyanocobalamin is recognized as safe and is permitted for use in dietary supplements and food products by regulatory authorities like the FDA and EFSA.,"[""https://goodtoknowfacts.org/ingredient/vitamin-b12-cyanocobalamin"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC7009413/""]",2026-04-18T07:04:05.583390+00:00,gpt-4o-mini
vitamin-b12-cyanocobalamin,vitamin-b12,functional_equivalence,supports,0.8,grounded,"Vitamin B12 serves the same formulation role as vitamin B12 cyanocobalamin in dietary supplements, as both are active forms of vitamin B12 used for supplementation.","[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/""]",2026-04-18T07:04:21.920731+00:00,gpt-4o-mini
vitamin-b12-cyanocobalamin,vitamin-b12,certification,supports,0.7,grounded,"Vitamin B12 is available in halal-certified forms, indicating compliance with dietary restrictions.","[""https://www.accio.com/plp/halal-b12-vitamins""]",2026-04-18T07:04:21.920731+00:00,gpt-4o-mini
vitamin-b12-cyanocobalamin,vitamin-b12,regulatory,supports,0.9,grounded,"Vitamin B12 is recognized as generally safe (GRAS) by the FDA, allowing its use in dietary supplements.","[""https://www.fda.gov/media/117106/download""]",2026-04-18T07:04:21.920731+00:00,gpt-4o-mini
vitamin-b12-cyanocobalamin,cyanocobalamin,functional_equivalence,supports,0.9,grounded,"Cyanocobalamin serves the same formulation role as vitamin B12 cyanocobalamin, being a synthetic and stable form of vitamin B12 commonly used in supplements.","[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/""]",2026-04-18T07:05:03.485560+00:00,gpt-4o-mini
vitamin-b12-cyanocobalamin,cyanocobalamin,certification,supports,0.8,grounded,"Cyanocobalamin is recognized as a pharmaceutical secondary standard and certified reference material, indicating compliance with quality standards.","[""https://www.sigmaaldrich.com/US/en/product/sial/phr1234?srsltid=AfmBOoom00qmwIj9PcZMNTgd232hSibtYJ8gH4KBT1EDbkIghlmtme-0""]",2026-04-18T07:05:03.485560+00:00,gpt-4o-mini
vitamin-b12-cyanocobalamin,cyanocobalamin,regulatory,supports,0.9,grounded,"Cyanocobalamin is FDA-approved for treating vitamin B12 deficiencies, confirming its regulatory compliance for use in dietary supplements.","[""https://www.ncbi.nlm.nih.gov/books/NBK555964/""]",2026-04-18T07:05:03.485560+00:00,gpt-4o-mini
vitamin-b12-cyanocobalamin,cyanocobalamin,typical_suppliers,supports,0.8,grounded,Cyanocobalamin is supplied by various manufacturers including Pharm-RX Chemical Corporation and Wego Chemical Group Inc.,"[""https://www.thomasnet.com/suppliers/usa/cyanocobalamin-97002300""]",2026-04-18T07:05:03.485560+00:00,gpt-4o-mini
vitamin-b12-cyanocobalamin,cyanocobalamin,quality_sensory,supports,0.7,grounded,"Cyanocobalamin is noted for its stability and effectiveness in treating vitamin B12 deficiency, making it a reliable choice for supplementation.","[""https://www.sciencedirect.com/topics/biochemistry-genetics-and-molecular-biology/cyanocobalamin""]",2026-04-18T07:05:03.485560+00:00,gpt-4o-mini
vitamin-b12-cyanocobalamin,cyanocobalamin,price_availability,supports,0.8,grounded,"Cyanocobalamin is generally available at competitive prices, with costs starting around $0.58 per ml for bulk purchases.","[""https://www.pharmacychecker.com/cyanocobalamin/""]",2026-04-18T07:05:03.485560+00:00,gpt-4o-mini
pyridoxine-hydrochloride-vitamin-b6,vitamin-b6-pyridoxine-hydrochloride,functional_equivalence,supports,0.8,grounded,"Vitamin B6 pyridoxine hydrochloride serves the same formulation role as pyridoxine hydrochloride vitamin B6, providing similar physiological functions and vitamin B6 activity.","[""https://www.nutriavenue.com/vb6-pyridoxine-hcl-powder-applications/"", ""https://www.sciencedirect.com/topics/chemistry/pyridoxine-hydrochloride""]",2026-04-18T07:05:23.371085+00:00,gpt-4o-mini
pyridoxine-hydrochloride-vitamin-b6,vitamin-b6-pyridoxine-hydrochloride,typical_suppliers,supports,0.9,grounded,"Dastech International and Glenwell Healthcare are notable suppliers of vitamin B6 pyridoxine hydrochloride, providing it for various applications.","[""https://www.dastech.com/apis-and-pharmaceuticals/pyridoxine-hydrochloride-vitamin-b6"", ""https://www.glenwellhealthcare.com/herbal-product-manufacturers/Vitamin-B6-Pyridoxine-API-Manufacturer/""]",2026-04-18T07:05:23.371085+00:00,gpt-4o-mini
pyridoxine-hydrochloride-vitamin-b6,vitamin-b6-pyridoxine-hydrochloride,certification,supports,0.7,grounded,"Pyridoxine hydrochloride is certified kosher and halal, making it suitable for various dietary requirements.","[""https://www.spectrumrx.com/media/sd/PY103_SD.pdf""]",2026-04-18T07:05:23.371085+00:00,gpt-4o-mini
pyridoxine-hydrochloride-vitamin-b6,vitamin-b6,functional_equivalence,supports,0.8,grounded,"Vitamin B6, including its form as pyridoxine hydrochloride, serves the same functional role in formulations, as both are active forms of vitamin B6 that convert to the coenzyme pyridoxal 5-phosphate in the body.","[""https://www.ncbi.nlm.nih.gov/books/NBK557436/""]",2026-04-18T07:05:40.416952+00:00,gpt-4o-mini
pyridoxine-hydrochloride-vitamin-b6,vitamin-b6,certification,supports,0.9,grounded,"Vitamin B6 is available in forms that are certified Halal, Kosher, and GMP, ensuring compliance with various dietary and quality standards.","[""https://www.kantipurhealth.com/NOW-Foods-Vitamin-B-6-100-Mg-100-Vegetable-Capsules-Non-GMO/1000878""]",2026-04-18T07:05:40.416952+00:00,gpt-4o-mini
pyridoxine-hydrochloride-vitamin-b6,vitamin-b6,regulatory,supports,0.9,grounded,"Vitamin B6, including pyridoxine hydrochloride, is recognized as GRAS by the FDA, with established safe upper limits for dietary intake.","[""https://www.efsa.europa.eu/en/press/news/160624""]",2026-04-18T07:05:40.416952+00:00,gpt-4o-mini
pyridoxine-hydrochloride-vitamin-b6,vitamin-b6-pyridoxal-5-phosphate,functional_equivalence,supports,0.8,grounded,"Vitamin B6 pyridoxal 5 phosphate serves the same formulation role as pyridoxine hydrochloride vitamin B6, being the active form of vitamin B6 and essential for various metabolic processes.","[""https://www.nutriavenue.com/pyridoxal-5-phosphate-vs-pyridoxine-hcl/"", ""https://thornevet.com/glossary/vitamin-b6-pyridoxine-hcl-pyridoxal-5-phosphate/""]",2026-04-18T07:06:23.926995+00:00,gpt-4o-mini
pyridoxine-hydrochloride-vitamin-b6,vitamin-b6-pyridoxal-5-phosphate,certification,supports,0.7,grounded,"Vitamin B6 pyridoxal 5 phosphate is available in forms that are certified vegan, kosher, and halal, making it suitable for various dietary restrictions.","[""https://www.ecahealthcareusa.com/products-solutions/coenzymes-vitamins/pyridoxal-5-phosphate/"", ""https://www.foodsweeteners.com/halal-certified-vitamin-b6/""]",2026-04-18T07:06:23.926995+00:00,gpt-4o-mini
pyridoxine-hydrochloride-vitamin-b6,vitamin-b6-pyridoxal-5-phosphate,regulatory,supports,0.9,grounded,"Pyridoxal 5 phosphate is recognized as generally safe (GRAS) by the FDA, allowing its use in food products without specific restrictions.","[""https://www.fda.gov/media/117106/download"", ""https://www.fda.gov/food/food-ingredients-packaging/generally-recognized-safe-gras""]",2026-04-18T07:06:23.926995+00:00,gpt-4o-mini
pyridoxine-hydrochloride-vitamin-b6,vitamin-b6-pyridoxal-5-phosphate,typical_suppliers,supports,0.8,grounded,"Pyridoxal 5 phosphate is supplied by various manufacturers including Vivion and Biogenic Foods, which offer high-quality products for commercial use.","[""https://vivion.com/bulk-pyridoxal-5-phosphate-supplier/"", ""https://biogenicfoods.com/pyridoxal-5-phosphate-p5p-vitamin-b6-100-pure-powder-bulk-pack/?srsltid=AfmBOopAUVAOslXYvyEdGfEv5msVUssXjR_z1ZMSCgERP_JgSQx29d30""]",2026-04-18T07:06:23.926995+00:00,gpt-4o-mini
pyridoxine-hydrochloride-vitamin-b6,vitamin-b6-pyridoxal-5-phosphate,quality_sensory,supports,0.7,grounded,"Substituting pyridoxine hydrochloride with pyridoxal 5 phosphate may enhance bioavailability and metabolic efficacy, potentially improving overall health benefits.","[""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11528956/""]",2026-04-18T07:06:23.926995+00:00,gpt-4o-mini
pyridoxine-hydrochloride-vitamin-b6,vitamin-b6-pyridoxal-5-phosphate,price_availability,supports,0.6,grounded,"The market for pyridoxal 5 phosphate is expanding, with prices expected to rise due to increasing demand for vitamin B6 supplements.","[""https://dataintelo.com/report/pyridoxal-5-phosphate-supplements-market""]",2026-04-18T07:06:23.926995+00:00,gpt-4o-mini
